year,month,fleet,sex,partition,Nsamp,F6,F8,F10,F12,F14,F16,F18,F20,F22,F24,F26,F28,F30,F32,F34,F36,F38,F40,F42,F44,F46,F48,F50,F52,F54,F56,F58,F60,F62,F64,F66,F68,F70,F72,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M26,M28,M30,M32,M34,M36,M38,M40,M42,M44,M46,M48,M50,M52,M54,M56,M58,M60,M62,M64,M66,M68,M70,M72
1995,7,2,0,2,413.22400000000005,0,0,0,0,0,0,0.008530733161978483,0.023876473409798114,0.04320579868737817,0.08714159546655151,0.12400855235606419,0.10315524974268366,0.13441309536896742,0.09320347683236875,0.07249458987309608,0.05165104430632005,0.03257304270384843,0.030900871328163656,0.0253345660023952,0.030186048228091567,0.02069143306440528,0.02255924574367598,0.01641251578685688,0.022812503869531216,0.011543508541600418,0.014557154407035063,0.011319075334943933,0.00783750279490508,0.006254040342709687,0.0029489668729607644,0.0020702336160460895,1.8976139506430767e-4,0,1.28920762560104e-4,0,0,0,0,0,0,0.008530733161978483,0.023876473409798114,0.04320579868737817,0.08714159546655151,0.12400855235606419,0.10315524974268366,0.13441309536896742,0.09320347683236875,0.07249458987309608,0.05165104430632005,0.03257304270384843,0.030900871328163656,0.0253345660023952,0.030186048228091567,0.02069143306440528,0.02255924574367598,0.01641251578685688,0.022812503869531216,0.011543508541600418,0.014557154407035063,0.011319075334943933,0.00783750279490508,0.006254040342709687,0.0029489668729607644,0.0020702336160460895,1.8976139506430767e-4,0,1.28920762560104e-4
1996,7,2,0,2,380.764,0,0,0,0,0,0,0.008054078896075774,0.015503821252956466,0.06641720676791472,0.10689567679887568,0.10545924188209176,0.11305491582534298,0.12520948391441278,0.0855250206551924,0.05084646405132644,0.029023830060958794,0.02654189941040936,0.03307621412857184,0.027158634123165756,0.02631222333106166,0.034109830551496544,0.03204924799558507,0.023961071050375017,0.019924754081466312,0.017234267781573866,0.014495677414851907,0.01465546723679966,0.009018967308228447,0.005507387121669092,0.00438285548491396,0.0024600104030114696,0.0014720741161066274,0.0012111265002004911,4.385518553651569e-4,0,0,0,0,0,0,0.008054078896075774,0.015503821252956466,0.06641720676791472,0.10689567679887568,0.10545924188209176,0.11305491582534298,0.12520948391441278,0.0855250206551924,0.05084646405132644,0.029023830060958794,0.02654189941040936,0.03307621412857184,0.027158634123165756,0.02631222333106166,0.034109830551496544,0.03204924799558507,0.023961071050375017,0.019924754081466312,0.017234267781573866,0.014495677414851907,0.01465546723679966,0.009018967308228447,0.005507387121669092,0.00438285548491396,0.0024600104030114696,0.0014720741161066274,0.0012111265002004911,4.385518553651569e-4
1997,7,2,0,2,329.36,0,0,0,0,0,0,0,1.7893319657239824e-4,0.02195164889023827,0.040628939725520355,0.1161807381025424,0.09772416781284776,0.14866146305940622,0.10523421253119954,0.09594088079953665,0.043071146838369115,0.02992133970937877,0.02623213093692666,0.03210351625734442,0.029182133019055624,0.02915000030751801,0.031646033369264616,0.028130640914358043,0.028842540281390775,0.02536914478155313,0.018140301783103125,0.01937964519954241,0.0111547591691023,0.007502599016183956,0.006622328769407283,0.002756016029368776,0.0025945834091178105,5.356506556764012e-4,0.0011645054354752645,0,0,0,0,0,0,0,1.7893319657239824e-4,0.02195164889023827,0.040628939725520355,0.1161807381025424,0.09772416781284776,0.14866146305940622,0.10523421253119954,0.09594088079953665,0.043071146838369115,0.02992133970937877,0.02623213093692666,0.03210351625734442,0.029182133019055624,0.02915000030751801,0.031646033369264616,0.028130640914358043,0.028842540281390775,0.02536914478155313,0.018140301783103125,0.01937964519954241,0.0111547591691023,0.007502599016183956,0.006622328769407283,0.002756016029368776,0.0025945834091178105,5.356506556764012e-4,0.0011645054354752645
1998,7,2,0,2,212.94000000000003,0,0,0,0,0,0,8.389736093317677e-4,4.385543866961513e-4,0.038670418269481324,0.06596644670608139,0.10688277706540292,0.088877871354622,0.1299213328816767,0.11137667017435765,0.0795964844305535,0.04454436587987884,0.04750648882182,0.034108597047122886,0.02469567662366788,0.024929347395545295,0.03062153777641118,0.036603346644539306,0.030859709127345095,0.026103893061562237,0.024166926458267766,0.01970082509577922,0.014455096673562963,0.007930906177354435,0.005341502085900744,0.0030718779426221897,1.79235271084514e-4,8.81110722373714e-4,7.98606487093513e-4,9.314218298647275e-4,0,0,0,0,0,0,8.389736093317677e-4,4.385543866961513e-4,0.038670418269481324,0.06596644670608139,0.10688277706540292,0.088877871354622,0.1299213328816767,0.11137667017435765,0.0795964844305535,0.04454436587987884,0.04750648882182,0.034108597047122886,0.02469567662366788,0.024929347395545295,0.03062153777641118,0.036603346644539306,0.030859709127345095,0.026103893061562237,0.024166926458267766,0.01970082509577922,0.014455096673562963,0.007930906177354435,0.005341502085900744,0.0030718779426221897,1.79235271084514e-4,8.81110722373714e-4,7.98606487093513e-4,9.314218298647275e-4
1999,7,2,0,2,161.298,0,0,0,0,0,0,0.0068974070082974525,0.020692221024892356,0.020692221024892356,0.034487035041487264,0.09041966718071422,0.08647228452392677,0.12141471727406705,0.07975633780551171,0.09238001338369167,0.11130509027936066,0.06764366338492431,0.04505004072294315,0.019669335739000243,0.025869744789980834,0.027221870315199292,0.020077284408246646,0.02471899740632588,0.023915484739966467,0.018204646409344185,0.014644442630157892,0.012017771656738148,0.012967076281824847,0.008603220928881024,0.005991634490520302,0.004111339114175544,0.003115446175277455,8.463957212587167e-4,8.146105383936201e-4,0,0,0,0,0,0,0.0068974070082974525,0.020692221024892356,0.020692221024892356,0.034487035041487264,0.09041966718071422,0.08647228452392677,0.12141471727406705,0.07975633780551171,0.09238001338369167,0.11130509027936066,0.06764366338492431,0.04505004072294315,0.019669335739000243,0.025869744789980834,0.027221870315199292,0.020077284408246646,0.02471899740632588,0.023915484739966467,0.018204646409344185,0.014644442630157892,0.012017771656738148,0.012967076281824847,0.008603220928881024,0.005991634490520302,0.004111339114175544,0.003115446175277455,8.463957212587167e-4,8.146105383936201e-4
2000,7,2,0,2,204.726,0,0,0,0,0,0,0,0,0.004223497484002694,0.03310253916803355,0.049406554855332,0.07733945335275383,0.10682738156022521,0.1270988695603123,0.1067442907153911,0.0877491673999579,0.04705431041867217,0.03247550082629867,0.03447282949754865,0.03901801084909502,0.027606220859044073,0.034262228421518735,0.028119403069427073,0.03972689147675989,0.01954860445083216,0.027312339528631366,0.031113168632766683,0.012711298086163282,0.007322368082247143,0.005813277244468067,0.007466872446348874,0.005252763397761589,0.005922111381205232,0.002310047235202823,0,0,0,0,0,0,0,0,0.004223497484002694,0.03310253916803355,0.049406554855332,0.07733945335275383,0.10682738156022521,0.1270988695603123,0.1067442907153911,0.0877491673999579,0.04705431041867217,0.03247550082629867,0.03447282949754865,0.03901801084909502,0.027606220859044073,0.034262228421518735,0.028119403069427073,0.03972689147675989,0.01954860445083216,0.027312339528631366,0.031113168632766683,0.012711298086163282,0.007322368082247143,0.005813277244468067,0.007466872446348874,0.005252763397761589,0.005922111381205232,0.002310047235202823
2001,7,2,0,2,267.994,0,0,0,0,0,0,0.003318041802772331,0.007915038342404652,0.022442918501121546,0.04307488646026183,0.09711253710866417,0.120659639192813,0.15689733688810975,0.17900857351595792,0.12392964037245839,0.06350566231684979,0.024097438364024112,0.011300254037651815,0.019996052922554935,0.018710853561883126,0.01660967222580465,0.013475040256656435,0.014148259945232913,0.01160007118268621,0.011203676086150161,0.009985656172917074,0.012012099114259196,0.006806515609914588,0.004712935139337201,0.002458721999714604,0.003427405517854713,1.1353509162209716e-4,0.0012709165463610415,2.0662172396166903e-4,0,0,0,0,0,0,0.003318041802772331,0.007915038342404652,0.022442918501121546,0.04307488646026183,0.09711253710866417,0.120659639192813,0.15689733688810975,0.17900857351595792,0.12392964037245839,0.06350566231684979,0.024097438364024112,0.011300254037651815,0.019996052922554935,0.018710853561883126,0.01660967222580465,0.013475040256656435,0.014148259945232913,0.01160007118268621,0.011203676086150161,0.009985656172917074,0.012012099114259196,0.006806515609914588,0.004712935139337201,0.002458721999714604,0.003427405517854713,1.1353509162209716e-4,0.0012709165463610415,2.0662172396166903e-4
2002,7,2,0,2,428.16,0,0,0,0,0,2.521952883692396e-4,2.521952883692396e-4,0.007277595234590589,0.013626051178655835,0.02606134935849994,0.05108550671478387,0.06925484456378152,0.11166302018546428,0.13750068960596723,0.12738338521836082,0.07030128980058352,0.061595869308368384,0.0422451892740665,0.028126607275024373,0.030559956736630055,0.02776901739184097,0.031363980973140686,0.030469794434642216,0.03253551429779606,0.02485616268053284,0.020800526063366704,0.020039159908311035,0.014891131451633323,0.009024422307952718,0.00450343972399852,0.0026628885502747524,0.0011908978589255054,0.0014946941728264474,0.0012126251532428704,0,0,0,0,0,2.521952883692396e-4,2.521952883692396e-4,0.007277595234590589,0.013626051178655835,0.02606134935849994,0.05108550671478387,0.06925484456378152,0.11166302018546428,0.13750068960596723,0.12738338521836082,0.07030128980058352,0.061595869308368384,0.0422451892740665,0.028126607275024373,0.030559956736630055,0.02776901739184097,0.031363980973140686,0.030469794434642216,0.03253551429779606,0.02485616268053284,0.020800526063366704,0.020039159908311035,0.014891131451633323,0.009024422307952718,0.00450343972399852,0.0026628885502747524,0.0011908978589255054,0.0014946941728264474,0.0012126251532428704
2003,7,2,0,2,343.442,0,0,0,0,0,0,0,7.751443188791659e-4,0.0047150415641121135,0.02117534620223376,0.07136795461217281,0.10284262506649623,0.11062859256711975,0.1226423518594006,0.07547074811903107,0.055109843518511566,0.052855869983712216,0.0408541654337587,0.030804818987796745,0.03676276754878797,0.04988745505758264,0.04362730444495645,0.0535576208161832,0.03431271863282348,0.025740602419012097,0.017580680172735272,0.01790853956883428,0.011910934271195158,0.007460156370208783,0.002832611100002239,0.0028948923519132095,0.001252678393191305,0.0017290400862953526,0.0032994965330539155,0,0,0,0,0,0,0,7.751443188791659e-4,0.0047150415641121135,0.02117534620223376,0.07136795461217281,0.10284262506649623,0.11062859256711975,0.1226423518594006,0.07547074811903107,0.055109843518511566,0.052855869983712216,0.0408541654337587,0.030804818987796745,0.03676276754878797,0.04988745505758264,0.04362730444495645,0.0535576208161832,0.03431271863282348,0.025740602419012097,0.017580680172735272,0.01790853956883428,0.011910934271195158,0.007460156370208783,0.002832611100002239,0.0028948923519132095,0.001252678393191305,0.0017290400862953526,0.0032994965330539155
2004,7,2,0,2,209.074,0,0,0,0,0,0,0,0,5.044723907826906e-4,0.01939223861241921,0.06510940175839093,0.09781160863185294,0.11216382084834936,0.1426784533293813,0.09169693762038736,0.07175670368189445,0.04422508060178483,0.035592476539006636,0.03372139044518938,0.02390234415268651,0.035035533329721494,0.03349759433516471,0.05885961184494579,0.030801671723820728,0.0277361099570832,0.03246794554143458,0.010788107945367841,0.010392267820700473,0.009828591637725956,0.0036995705898521304,0.0023549586354384222,0.0028811027600480813,0.0031020052665709365,0,0,0,0,0,0,0,0,0,5.044723907826906e-4,0.01939223861241921,0.06510940175839093,0.09781160863185294,0.11216382084834936,0.1426784533293813,0.09169693762038736,0.07175670368189445,0.04422508060178483,0.035592476539006636,0.03372139044518938,0.02390234415268651,0.035035533329721494,0.03349759433516471,0.05885961184494579,0.030801671723820728,0.0277361099570832,0.03246794554143458,0.010788107945367841,0.010392267820700473,0.009828591637725956,0.0036995705898521304,0.0023549586354384222,0.0028811027600480813,0.0031020052665709365,0
2005,7,2,0,2,267.23400000000004,0,0,0,0,0,1.8447621016782521e-4,0.005403199960423158,0.0059566285909266325,0.044682430926899545,0.08625831704158093,0.10298588907224515,0.06570330211616988,0.1047425052661575,0.09906022439640938,0.08053533249890123,0.05785901376352628,0.034252340417740806,0.0321881396385118,0.02944933027394506,0.02101405941514506,0.025216054673938774,0.0285476230895475,0.021389597935743864,0.027308149340540166,0.021931412215081617,0.033223527639925726,0.023893266604265762,0.020861624507381868,0.010232293049415303,0.007989538241476286,0.002487965985229246,0.0011582259885595787,0.0013719815111374694,0.004113549629006637,0,0,0,0,0,1.8447621016782521e-4,0.005403199960423158,0.0059566285909266325,0.044682430926899545,0.08625831704158093,0.10298588907224515,0.06570330211616988,0.1047425052661575,0.09906022439640938,0.08053533249890123,0.05785901376352628,0.034252340417740806,0.0321881396385118,0.02944933027394506,0.02101405941514506,0.025216054673938774,0.0285476230895475,0.021389597935743864,0.027308149340540166,0.021931412215081617,0.033223527639925726,0.023893266604265762,0.020861624507381868,0.010232293049415303,0.007989538241476286,0.002487965985229246,0.0011582259885595787,0.0013719815111374694,0.004113549629006637
2006,7,2,0,2,585.042,0,0,0,0,0,0.0032115011824208305,0.0032521871572986495,0.0044635183000740555,0.01758608949371304,0.047948204884644796,0.0896370473744055,0.1339352629843054,0.10731597480701356,0.06664014329180513,0.08957413640524882,0.04925612024575614,0.03147962717235806,0.025033488668572024,0.028289327588572638,0.024259190018111214,0.02237921767008724,0.02974472171368239,0.03221678512730999,0.039079971062558505,0.032583667135691954,0.03355103857280744,0.03183890351165672,0.02230944316029953,0.015266131369602604,0.009377203331935606,0.0033340115290547276,0.003183070864344392,0.0019170739983387394,0.0013369413783303281,0,0,0,0,0,0.0032115011824208305,0.0032521871572986495,0.0044635183000740555,0.01758608949371304,0.047948204884644796,0.0896370473744055,0.1339352629843054,0.10731597480701356,0.06664014329180513,0.08957413640524882,0.04925612024575614,0.03147962717235806,0.025033488668572024,0.028289327588572638,0.024259190018111214,0.02237921767008724,0.02974472171368239,0.03221678512730999,0.039079971062558505,0.032583667135691954,0.03355103857280744,0.03183890351165672,0.02230944316029953,0.015266131369602604,0.009377203331935606,0.0033340115290547276,0.003183070864344392,0.0019170739983387394,0.0013369413783303281
2007,7,2,0,2,359.23400000000004,0,0,0,0,0,0.00216162631233566,6.356106757909475e-4,0.014124707554548099,0.033673994126640454,0.04656854543438422,0.10524527449608453,0.15636806970743805,0.12648704121814294,0.06466470924709397,0.07399427204029146,0.05287332952481849,0.030842999139805243,0.019845891568795383,0.019925906596252426,0.02046092745225188,0.028908938759561596,0.026007683542631933,0.03020686758753521,0.032840843937870866,0.026378665151945698,0.025055636649892656,0.02450456151978283,0.017075483272553375,0.009822683981769584,0.004714077941146424,0.0018764919795236814,0.002174852960256228,0.002041446147750739,5.188614731054416e-4,0,0,0,0,0,0.00216162631233566,6.356106757909475e-4,0.014124707554548099,0.033673994126640454,0.04656854543438422,0.10524527449608453,0.15636806970743805,0.12648704121814294,0.06466470924709397,0.07399427204029146,0.05287332952481849,0.030842999139805243,0.019845891568795383,0.019925906596252426,0.02046092745225188,0.028908938759561596,0.026007683542631933,0.03020686758753521,0.032840843937870866,0.026378665151945698,0.025055636649892656,0.02450456151978283,0.017075483272553375,0.009822683981769584,0.004714077941146424,0.0018764919795236814,0.002174852960256228,0.002041446147750739,5.188614731054416e-4
2008,7,2,0,2,411.25600000000003,0,0,0,0,1.4598787767308725e-5,0.0012649849600373008,0.0038053629193732013,0.003557392691247257,0.009843306438193714,0.03514972010019604,0.082850855007499,0.09013109412595033,0.12416617561093064,0.08624411929797295,0.10863320473274062,0.03095070189078044,0.027125363661680727,0.038826176721685784,0.03863980213897225,0.03652664315595584,0.02547586872373239,0.0398473460010771,0.024877848221202096,0.036824728058099596,0.03159438442030291,0.024471593649897223,0.029764079127676715,0.02477963322580572,0.013888796913200557,0.010174042743216974,0.006201369219154602,0.003896213805853722,0.005877943635964086,0.004596650013832878,0,0,0,0,1.4598787767308725e-5,0.0012649849600373008,0.0038053629193732013,0.003557392691247257,0.009843306438193714,0.03514972010019604,0.082850855007499,0.09013109412595033,0.12416617561093064,0.08624411929797295,0.10863320473274062,0.03095070189078044,0.027125363661680727,0.038826176721685784,0.03863980213897225,0.03652664315595584,0.02547586872373239,0.0398473460010771,0.024877848221202096,0.036824728058099596,0.03159438442030291,0.024471593649897223,0.029764079127676715,0.02477963322580572,0.013888796913200557,0.010174042743216974,0.006201369219154602,0.003896213805853722,0.005877943635964086,0.004596650013832878
2009,7,2,0,2,381.906,0,0,0,0,8.822508207752874e-5,4.4217155760595435e-4,0.005781720497255155,0.00824874856272828,0.0351244912333102,0.10943391274533208,0.16731487535002948,0.1423419268841283,0.07834427849049237,0.060702735566884006,0.03937392120410493,0.03572281576100707,0.0235052277115446,0.02268447725834257,0.014729726807027468,0.01279956897932364,0.030693917791513523,0.023459869824870045,0.028770609442148862,0.03340001373677014,0.026915718323690944,0.022491143935134378,0.027053435978352223,0.015639860912266088,0.011888699969651096,0.010690054269599365,0.0044592030559435746,0.002155491934308978,0.0035776077955516528,0.002165549339005555,0,0,0,0,8.822508207752874e-5,4.4217155760595435e-4,0.005781720497255155,0.00824874856272828,0.0351244912333102,0.10943391274533208,0.16731487535002948,0.1423419268841283,0.07834427849049237,0.060702735566884006,0.03937392120410493,0.03572281576100707,0.0235052277115446,0.02268447725834257,0.014729726807027468,0.01279956897932364,0.030693917791513523,0.023459869824870045,0.028770609442148862,0.03340001373677014,0.026915718323690944,0.022491143935134378,0.027053435978352223,0.015639860912266088,0.011888699969651096,0.010690054269599365,0.0044592030559435746,0.002155491934308978,0.0035776077955516528,0.002165549339005555
2010,7,2,0,2,325.36,0,0,0,0,0,0,0,0,0.035816724716509915,0.05511373914992645,0.06595474571327341,0.08123065982747214,0.11819377496583683,0.04839731378774335,0.07301604654621022,0.015757486326836774,0.01801145486196592,0.02107169370543635,0.024673938457433965,0.030234022922274457,0.04029070591750539,0.04893485383842858,0.045201579020404364,0.04511453444335668,0.05004784013886746,0.03710235922023565,0.041745276963876615,0.043004070369270134,0.021035598352335587,0.013006951658120408,0.010944790629320663,0.0061172194217617775,0.006094242714650247,0.0038883763309466236,0,0,0,0,0,0,0,0,0.035816724716509915,0.05511373914992645,0.06595474571327341,0.08123065982747214,0.11819377496583683,0.04839731378774335,0.07301604654621022,0.015757486326836774,0.01801145486196592,0.02107169370543635,0.024673938457433965,0.030234022922274457,0.04029070591750539,0.04893485383842858,0.045201579020404364,0.04511453444335668,0.05004784013886746,0.03710235922023565,0.041745276963876615,0.043004070369270134,0.021035598352335587,0.013006951658120408,0.010944790629320663,0.0061172194217617775,0.006094242714650247,0.0038883763309466236
2011,7,2,0,2,513.1,0,0,0,0.00279717824060804,0.004231231314226925,0.0020055860255452887,0.008270180124193628,0.025788722841832295,0.09151598023943813,0.13829263327612734,0.14083040246104522,0.10418504459567766,0.0593940664330609,0.06665703201777831,0.03047970606497074,0.052455790253251644,0.03431214169122427,0.021970820841167644,0.02669654450905023,0.013010797590530355,0.015148659642719428,0.02008898437938145,0.01925673496934656,0.016814537045545242,0.021922458357068225,0.022778040120093813,0.01706370648063161,0.012706067013964421,0.012332966701862558,0.0053831049987846675,0.004330829686203682,0.0031382192869079707,0.003100879469311194,0.0030409533284505774,0,0,0,0.00279717824060804,0.004231231314226925,0.0020055860255452887,0.008270180124193628,0.025788722841832295,0.09151598023943813,0.13829263327612734,0.14083040246104522,0.10418504459567766,0.0593940664330609,0.06665703201777831,0.03047970606497074,0.052455790253251644,0.03431214169122427,0.021970820841167644,0.02669654450905023,0.013010797590530355,0.015148659642719428,0.02008898437938145,0.01925673496934656,0.016814537045545242,0.021922458357068225,0.022778040120093813,0.01706370648063161,0.012706067013964421,0.012332966701862558,0.0053831049987846675,0.004330829686203682,0.0031382192869079707,0.003100879469311194,0.0030409533284505774
2012,7,2,0,2,436.374,0,0,0,0,0.008752522388014198,0.02676243930094609,0.01806168968815117,0.020216333123144026,0.02563666601203877,0.059915731933831956,0.08393509620519544,0.07355922705790321,0.06101430915027844,0.06511323420248444,0.04880470089323353,0.05610708016267022,0.05138815892113249,0.05546406016499263,0.03467027271008583,0.03164091173030212,0.04202531012353383,0.03338385517716591,0.03210207590632905,0.0332402334502747,0.03234585366891839,0.02756044287190859,0.02365601761369016,0.022435265772971447,0.010013452561600238,0.009585379199553297,0.005889136940219367,0.0017668964153147297,0.0030307166761148335,0.0019229299780008581,0,0,0,0,0.008752522388014198,0.02676243930094609,0.01806168968815117,0.020216333123144026,0.02563666601203877,0.059915731933831956,0.08393509620519544,0.07355922705790321,0.06101430915027844,0.06511323420248444,0.04880470089323353,0.05610708016267022,0.05138815892113249,0.05546406016499263,0.03467027271008583,0.03164091173030212,0.04202531012353383,0.03338385517716591,0.03210207590632905,0.0332402334502747,0.03234585366891839,0.02756044287190859,0.02365601761369016,0.022435265772971447,0.010013452561600238,0.009585379199553297,0.005889136940219367,0.0017668964153147297,0.0030307166761148335,0.0019229299780008581
2013,7,2,0,2,447.69000000000005,0,0,0,0,0,6.395700460478451e-5,0.011239415566702781,0.007213379582346411,0.03433947590757771,0.04917948432421358,0.10584380344130813,0.12703004688855762,0.07882384891545838,0.05727793482411638,0.04866119141960791,0.04657477539542617,0.047706196836655786,0.047317218778323455,0.037825690298905305,0.03389239895492417,0.03803526722830918,0.03577196143645613,0.03475548775268593,0.035455416522036626,0.027777975475470527,0.026725034277541557,0.018330647808307905,0.018324959960443515,0.011791536703314528,0.0055672292486339085,0.003675783967946659,0.004402209942734284,0.003692970511908899,0.002704701025481821,0,0,0,0,0,6.395700460478451e-5,0.011239415566702781,0.007213379582346411,0.03433947590757771,0.04917948432421358,0.10584380344130813,0.12703004688855762,0.07882384891545838,0.05727793482411638,0.04866119141960791,0.04657477539542617,0.047706196836655786,0.047317218778323455,0.037825690298905305,0.03389239895492417,0.03803526722830918,0.03577196143645613,0.03475548775268593,0.035455416522036626,0.027777975475470527,0.026725034277541557,0.018330647808307905,0.018324959960443515,0.011791536703314528,0.0055672292486339085,0.003675783967946659,0.004402209942734284,0.003692970511908899,0.002704701025481821
2014,7,2,0,2,282.62,0,0,0.0035666119649898635,0,0.00671370361808031,0.017090484045781663,0.022108026757777705,0.03493962986184807,0.020457358001026903,0.04686117574883463,0.09713349061264231,0.09277515599236803,0.0750063743328505,0.05332008165582756,0.05099599115897389,0.04003114738893388,0.028753579228621103,0.03556351296050271,0.023959980430824365,0.03220260071358854,0.03869004054225011,0.04203251611511964,0.036786926311752836,0.03436406715618851,0.037352489189365734,0.02951798317213157,0.034783622333057776,0.019979514306676587,0.011843342133162625,0.01183983639067031,0.010921433532568211,0.004838954962194678,0.0023706116129890123,0.003199757768400356,0,0,0.0035666119649898635,0,0.00671370361808031,0.017090484045781663,0.022108026757777705,0.03493962986184807,0.020457358001026903,0.04686117574883463,0.09713349061264231,0.09277515599236803,0.0750063743328505,0.05332008165582756,0.05099599115897389,0.04003114738893388,0.028753579228621103,0.03556351296050271,0.023959980430824365,0.03220260071358854,0.03869004054225011,0.04203251611511964,0.036786926311752836,0.03436406715618851,0.037352489189365734,0.02951798317213157,0.034783622333057776,0.019979514306676587,0.011843342133162625,0.01183983639067031,0.010921433532568211,0.004838954962194678,0.0023706116129890123,0.003199757768400356
2015,7,2,0,2,291.87,0,0,0,0,0.003553054934292149,0.0038337952829495493,0.009014310679616342,0.024007742878954134,0.03542892403943349,0.06806364763403164,0.05291728835684976,0.07255952775742645,0.0964441824667881,0.07234797704953473,0.05567485914178731,0.05774217252353664,0.04377726331597732,0.056773295127474775,0.03304119315428124,0.037177721395059135,0.047445092362416605,0.0425363714479827,0.027106669895346838,0.028330931507773324,0.023979405780132898,0.03213437358000925,0.0153460289519763,0.02581500644017198,0.010596792158056288,0.013656176761801331,0.002337948305252034,0.0029663802794177557,0.002271770257556928,0.00312009653411301,0,0,0,0,0.003553054934292149,0.0038337952829495493,0.009014310679616342,0.024007742878954134,0.03542892403943349,0.06806364763403164,0.05291728835684976,0.07255952775742645,0.0964441824667881,0.07234797704953473,0.05567485914178731,0.05774217252353664,0.04377726331597732,0.056773295127474775,0.03304119315428124,0.037177721395059135,0.047445092362416605,0.0425363714479827,0.027106669895346838,0.028330931507773324,0.023979405780132898,0.03213437358000925,0.0153460289519763,0.02581500644017198,0.010596792158056288,0.013656176761801331,0.002337948305252034,0.0029663802794177557,0.002271770257556928,0.00312009653411301
2016,7,2,0,2,407.956,0,0,0,0,0.005741698321594317,0.014354245803985791,0.035363942092551615,0.030947162153456557,0.03724208330095088,0.08370939036449676,0.10357598044185612,0.12222578403161527,0.11322444242540475,0.08600082028321639,0.06378152369648202,0.04628685950119935,0.041683598585762496,0.026658195591341912,0.024474805963517796,0.021634023342828216,0.017258994045192586,0.022784021257081174,0.01904121030958981,0.015706038011406066,0.01710138691565118,0.01650518611554833,0.010405025062600628,0.008759982549630946,0.007040632518214553,0.0024590051977927893,0.0013490207911646865,0.0015983817463237758,0.001585481025589806,0.0015010785539533878,0,0,0,0,0.005741698321594317,0.014354245803985791,0.035363942092551615,0.030947162153456557,0.03724208330095088,0.08370939036449676,0.10357598044185612,0.12222578403161527,0.11322444242540475,0.08600082028321639,0.06378152369648202,0.04628685950119935,0.041683598585762496,0.026658195591341912,0.024474805963517796,0.021634023342828216,0.017258994045192586,0.022784021257081174,0.01904121030958981,0.015706038011406066,0.01710138691565118,0.01650518611554833,0.010405025062600628,0.008759982549630946,0.007040632518214553,0.0024590051977927893,0.0013490207911646865,0.0015983817463237758,0.001585481025589806,0.0015010785539533878
2017,7,2,0,2,264.798,0,0,0,0,0,2.4456306534565233e-4,0.0016251158887618455,0.01234372918731174,0.04063880627556046,0.0934251523056034,0.0951148516088294,0.13462508439260465,0.09258423776603299,0.076114403028521,0.05800213941168482,0.06089055499983801,0.021247504764362973,0.02456332142930526,0.022154057575455813,0.02968009771762347,0.02379841354383675,0.020239458521715735,0.028409326469271544,0.033528699321936355,0.0314620890565451,0.02189221185017297,0.012741648537962483,0.02656510384818742,0.010587877665046787,0.013239370469371039,0.010135166382871567,0,0.0010771030291545688,0.003069911887086255,0,0,0,0,0,2.4456306534565233e-4,0.0016251158887618455,0.01234372918731174,0.04063880627556046,0.0934251523056034,0.0951148516088294,0.13462508439260465,0.09258423776603299,0.076114403028521,0.05800213941168482,0.06089055499983801,0.021247504764362973,0.02456332142930526,0.022154057575455813,0.02968009771762347,0.02379841354383675,0.020239458521715735,0.028409326469271544,0.033528699321936355,0.0314620890565451,0.02189221185017297,0.012741648537962483,0.02656510384818742,0.010587877665046787,0.013239370469371039,0.010135166382871567,0,0.0010771030291545688,0.003069911887086255
2018,7,2,0,2,197.63600000000002,0,0,0,0,0.001189308357242153,2.3218924439848422e-5,0.002697014438800184,0.024774827901157818,0.06710250867966121,0.1862575821175415,0.19539430899994767,0.1594301450720548,0.1020242315345094,0.027774721762560624,0.026985126719665287,0.022761336258164566,0.015312713432961726,0.007147338183721089,0.017374450609422252,0.026177150879341356,0.01622537111753587,0.014298756773513981,0.010976093085076612,0.020435957492363144,0.012130834148382813,0.014169531872058659,0.008724374643713857,0.006974951150626757,0.0037220633424777964,0.0031599940883957536,0.0030160200277324204,0.0023355704681544704,0,0.0014044979187763631,0,0,0,0,0.001189308357242153,2.3218924439848422e-5,0.002697014438800184,0.024774827901157818,0.06710250867966121,0.1862575821175415,0.19539430899994767,0.1594301450720548,0.1020242315345094,0.027774721762560624,0.026985126719665287,0.022761336258164566,0.015312713432961726,0.007147338183721089,0.017374450609422252,0.026177150879341356,0.01622537111753587,0.014298756773513981,0.010976093085076612,0.020435957492363144,0.012130834148382813,0.014169531872058659,0.008724374643713857,0.006974951150626757,0.0037220633424777964,0.0031599940883957536,0.0030160200277324204,0.0023355704681544704,0,0.0014044979187763631
